City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Rikitea,PF,-23.1203,-134.9692,72.99,73,68,13.04,broken clouds
1,Hobart,AU,-42.8794,147.3294,63.05,49,75,8.05,broken clouds
2,Bluff,NZ,-46.6,168.3333,50.81,59,57,20.67,broken clouds
3,Kieta,PG,-6.2167,155.6333,83.07,77,96,6.96,moderate rain
4,Bethel,US,41.3712,-73.414,48.51,59,75,19.57,broken clouds
5,Mount Isa,AU,-20.7333,139.5,89.37,18,0,16.11,clear sky
6,Teya,RU,60.3778,92.6267,1.94,95,100,6.11,light snow
7,Aswan,EG,24.0934,32.907,61.9,82,0,4.61,clear sky
8,Iqaluit,CA,63.7506,-68.5145,-16.31,62,20,9.22,few clouds
9,Lagoa,PT,39.05,-27.9833,61.41,75,0,7.54,clear sky
10,Dunedin,NZ,-45.8742,170.5036,54.81,78,94,14.0,overcast clouds
11,Dikson,RU,73.5069,80.5464,22.53,95,100,14.0,overcast clouds
12,Mataura,NZ,-46.1927,168.8643,50.49,54,76,9.91,broken clouds
13,Barrow,US,71.2906,-156.7887,28.42,86,100,10.36,overcast clouds
14,Shache,CN,38.4167,77.2406,21.34,17,96,3.8,overcast clouds
15,Port Hedland,AU,-20.3167,118.5667,93.25,52,9,12.66,clear sky
16,Jamestown,US,42.097,-79.2353,31.59,83,100,16.11,mist
17,Teguldet,RU,57.3064,88.1667,-8.25,98,92,4.07,overcast clouds
18,Hermanus,ZA,-34.4187,19.2345,56.8,83,100,3.58,overcast clouds
19,Albany,US,42.6001,-73.9662,40.59,72,57,12.64,broken clouds
20,Jalu,LY,29.0331,21.5482,54.12,49,0,3.24,clear sky
21,New Norfolk,AU,-42.7826,147.0587,62.71,33,10,2.89,clear sky
22,Atuona,PF,-9.8,-139.0333,78.12,74,74,13.09,light rain
23,Bredasdorp,ZA,-34.5322,20.0403,61.83,83,88,4.47,overcast clouds
24,Kankakee,US,41.15,-87.8667,24.01,73,0,14.97,clear sky
25,Soe,ID,-9.8607,124.284,81.18,54,91,5.08,overcast clouds
26,Ahipara,NZ,-35.1667,173.1667,63.27,64,94,13.76,overcast clouds
27,Ribeira Grande,PT,38.5167,-28.7,61.77,78,7,1.99,clear sky
28,Surovikino,RU,48.6078,42.8486,23.52,50,14,12.57,few clouds
29,Manokwari,ID,-0.8667,134.0833,82.0,75,100,5.46,overcast clouds
30,Sistranda,NO,63.7256,8.834,35.56,89,100,7.4,overcast clouds
31,Huarmey,PE,-10.0681,-78.1522,67.08,83,94,7.34,overcast clouds
32,Selam,IN,11.65,78.1667,70.0,94,40,3.44,mist
33,Lebu,CL,-37.6167,-73.65,52.77,77,0,20.74,clear sky
34,Butaritari,KI,3.0707,172.7902,81.45,76,26,12.91,light rain
35,Svetlaya,RU,46.5389,138.3297,7.5,61,92,15.93,overcast clouds
36,Altoona,US,40.5187,-78.3947,33.84,62,11,3.0,few clouds
37,Caceres,ES,39.522,-6.3748,46.81,93,100,5.03,overcast clouds
38,Kapaa,US,22.0752,-159.319,80.92,74,0,18.41,clear sky
39,Sassandra,CI,4.95,-6.0833,75.97,89,100,2.39,overcast clouds
40,Dogondoutchi,NE,13.6393,4.0287,69.75,21,9,9.4,clear sky
41,Sitka,US,57.0531,-135.33,26.49,43,0,9.22,clear sky
42,Victoria,HK,22.2855,114.1577,63.32,72,100,11.01,overcast clouds
43,Slonim,BY,53.0867,25.3219,19.08,96,50,5.55,scattered clouds
44,Cape Town,ZA,-33.9258,18.4232,65.26,86,40,3.44,scattered clouds
45,Yulara,AU,-25.2406,130.9889,87.6,13,0,7.34,clear sky
46,Punta Arenas,CL,-53.15,-70.9167,48.31,57,20,29.93,few clouds
47,Colac,AU,-38.3333,143.5833,60.17,51,73,6.35,broken clouds
48,Hithadhoo,MV,-0.6,73.0833,81.07,69,49,8.1,scattered clouds
49,Betsiamites,CA,48.9413,-68.646,36.0,95,100,11.59,snow
50,Tasiilaq,GL,65.6145,-37.6368,37.56,91,97,11.34,overcast clouds
51,Tuktoyaktuk,CA,69.4541,-133.0374,-0.4,85,75,9.22,light snow
52,Adrar,MR,20.5022,-10.0711,64.4,23,57,7.45,broken clouds
53,Manaure,CO,11.7751,-72.4445,77.56,82,6,11.97,clear sky
54,La Ronge,CA,55.1001,-105.2842,-9.15,70,100,6.91,overcast clouds
55,Georgetown,MY,5.4112,100.3354,84.88,82,20,5.99,few clouds
56,Rio Gallegos,AR,-51.6226,-69.2181,51.85,46,75,6.91,broken clouds
57,Ushuaia,AR,-54.8,-68.3,49.66,46,20,9.22,few clouds
58,Volodarka,UA,49.5248,29.9122,25.68,85,87,5.41,overcast clouds
59,Estancia,BR,-11.2683,-37.4383,72.18,94,87,5.64,overcast clouds
60,Salalah,OM,17.0151,54.0924,71.69,64,0,2.3,clear sky
61,Kangaatsiaq,GL,68.3065,-53.4641,17.4,77,100,30.22,overcast clouds
62,Katsuura,JP,35.1333,140.3,55.69,85,100,16.75,overcast clouds
63,Severo-Kurilsk,RU,50.6789,156.125,29.39,62,89,21.56,overcast clouds
64,Longyearbyen,SJ,78.2186,15.6401,35.44,80,75,8.05,broken clouds
65,Roma,US,43.2128,-75.4557,35.96,69,100,23.02,overcast clouds
66,Mar Del Plata,AR,-38.0023,-57.5575,64.09,99,100,9.22,moderate rain
67,Khandyga,RU,62.6667,135.6,-30.64,92,100,1.88,overcast clouds
68,Chuy,UY,-33.6971,-53.4616,69.51,90,48,12.86,scattered clouds
69,Kodiak,US,57.79,-152.4072,26.11,74,100,4.61,overcast clouds
70,Airai,TL,-8.9266,125.4092,72.41,67,83,2.24,broken clouds
71,Beloha,MG,-25.1667,45.05,70.27,87,100,7.99,overcast clouds
72,Khatanga,RU,71.9667,102.5,-20.9,94,100,8.59,overcast clouds
73,Ponta Do Sol,PT,32.6667,-17.1,69.71,77,70,8.34,broken clouds
74,Coaticook,CA,45.1334,-71.7991,38.97,89,99,12.35,overcast clouds
75,Cidreira,BR,-30.1811,-50.2056,70.92,95,100,19.55,overcast clouds
76,Preston,GB,53.7667,-2.7167,42.69,93,99,4.23,overcast clouds
77,Ajdabiya,LY,30.7554,20.2263,61.11,55,0,8.01,clear sky
78,Hilo,US,19.7297,-155.09,83.28,85,0,6.91,clear sky
79,Luderitz,NA,-26.6481,15.1594,62.28,79,4,11.01,clear sky
80,Grand Gaube,MU,-20.0064,57.6608,75.38,72,64,5.01,broken clouds
81,Florianopolis,BR,-27.6146,-48.5012,74.35,97,100,18.41,thunderstorm with heavy rain
82,East London,ZA,-33.0153,27.9116,70.34,91,100,4.41,overcast clouds
83,Grindavik,IS,63.8424,-22.4338,46.35,87,75,27.63,broken clouds
84,Palana,RU,59.1167,159.9667,23.81,81,100,14.83,overcast clouds
85,Gumdag,TM,39.2061,54.5906,39.6,18,100,21.97,overcast clouds
86,Nara,JP,34.6851,135.8049,56.5,36,14,9.75,few clouds
87,Isabela,PH,6.7085,121.9711,86.05,67,38,5.28,scattered clouds
88,Saldanha,ZA,-33.0117,17.9442,62.65,93,100,5.57,overcast clouds
89,Constitucion,CL,-35.3333,-72.4167,53.8,80,0,12.37,clear sky
90,Zhuhai,CN,22.2769,113.5678,60.58,88,40,24.16,scattered clouds
91,Turukhansk,RU,65.8167,87.9833,3.97,95,100,11.34,overcast clouds
92,Alofi,NU,-19.0595,-169.9187,85.89,70,40,1.14,scattered clouds
93,Carnarvon,AU,-24.8667,113.6333,76.06,62,4,11.54,clear sky
94,Yichang,CN,30.7144,111.2847,39.0,57,100,1.57,overcast clouds
95,Kruisfontein,ZA,-34.0033,24.7314,60.89,89,24,1.32,few clouds
96,Albanel,CA,48.8832,-72.4487,35.74,93,100,8.05,light rain
97,Makakilo City,US,21.3469,-158.0858,80.92,68,75,8.05,broken clouds
98,Harper,LR,4.375,-7.7169,77.05,86,100,3.09,light rain
99,Jian,CN,27.1172,114.9793,35.56,84,100,9.26,overcast clouds
100,Cananea,MX,30.95,-110.3,47.37,44,2,4.05,clear sky
101,Karasjok,NO,69.4719,25.5112,23.77,96,100,4.07,overcast clouds
102,Santa Cruz,BO,-17.8,-63.1667,74.66,83,75,14.97,broken clouds
103,Emerald,AU,-23.5333,148.1667,76.33,61,87,15.03,overcast clouds
104,Mumford,GH,5.2618,-0.759,78.08,84,40,4.0,light rain
105,Zunyi,CN,27.6867,106.9072,32.41,86,100,4.23,overcast clouds
106,Richards Bay,ZA,-28.783,32.0377,64.94,90,99,7.67,overcast clouds
107,Pedernales,DO,18.0384,-71.744,78.01,76,3,1.66,clear sky
108,Kolokani,ML,13.5728,-8.0339,72.46,20,74,7.43,broken clouds
109,Nome,US,64.5011,-165.4064,9.48,98,14,5.28,few clouds
110,Sudak,UA,44.85,34.9667,42.24,75,100,11.56,overcast clouds
111,Port Alfred,ZA,-33.5906,26.891,65.17,93,90,1.99,overcast clouds
112,Busselton,AU,-33.65,115.3333,72.97,55,48,8.79,scattered clouds
113,Vila Velha,BR,-20.3297,-40.2925,75.15,98,75,9.22,mist
114,Fortuna,US,40.5982,-124.1573,50.34,94,100,17.27,light rain
115,Urengoy,RU,65.9667,78.3667,-7.01,99,90,6.87,overcast clouds
116,Cabanas,CU,22.9758,-82.9219,76.12,89,60,11.3,broken clouds
117,Roanoke Rapids,US,36.4615,-77.6542,52.38,57,0,6.91,clear sky
118,Vaini,TO,-21.2,-175.2,84.36,79,75,11.5,broken clouds
119,Massaguet,TD,12.4755,15.4365,70.54,22,100,8.08,overcast clouds
120,Puerto Ayora,EC,-0.7393,-90.3518,68.56,94,61,8.01,broken clouds
121,Mahebourg,MU,-20.4081,57.7,75.25,88,75,4.61,broken clouds
122,Devils Lake,US,48.1128,-98.8651,1.38,85,0,0.0,clear sky
123,Pisco,PE,-13.7,-76.2167,66.25,82,0,16.11,clear sky
124,San Patricio,US,28.017,-97.5169,60.66,59,4,9.55,clear sky
125,Khirkiya,IN,22.1674,76.8605,64.15,54,100,6.89,overcast clouds
126,Yar-Sale,RU,66.8333,70.8333,-8.0,98,8,5.91,clear sky
127,Lorengau,PG,-2.0226,147.2712,84.7,69,100,4.92,overcast clouds
128,Talnakh,RU,69.4865,88.3972,-3.06,100,99,4.07,overcast clouds
129,Kilindoni,TZ,-7.9139,39.6668,78.69,81,99,10.07,light rain
130,Klaksvik,FO,62.2266,-6.589,49.12,97,100,28.77,light rain
131,Dalby,AU,-27.1833,151.2667,60.98,92,100,5.99,light rain
132,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.62,96,70,2.44,broken clouds
133,Neiafu,TO,-18.65,-173.9833,84.88,79,40,11.5,scattered clouds
134,Riyadh,SA,24.6877,46.7219,60.94,35,97,7.31,overcast clouds
135,Itarema,BR,-2.9248,-39.9167,78.84,75,81,12.24,broken clouds
136,Villazon,BO,-22.0866,-65.5942,49.46,62,100,10.47,overcast clouds
137,Leua,SK,48.2156,18.6071,39.49,73,26,3.22,scattered clouds
138,Pevek,RU,69.7008,170.3133,14.2,89,100,5.66,overcast clouds
139,Ciudad Bolivar,VE,8.1222,-63.5497,75.94,78,10,9.06,clear sky
140,Krasnoselkup,RU,65.7,82.4667,-1.66,97,100,11.16,overcast clouds
141,Provideniya,RU,64.3833,-173.3,28.51,74,0,4.47,clear sky
142,Warwick,US,41.7001,-71.4162,54.1,88,100,10.36,overcast clouds
143,Saint George,US,37.1041,-113.5841,48.94,36,0,3.0,clear sky
144,Margate,GB,51.3813,1.3862,48.69,81,43,5.99,scattered clouds
145,Hamilton,US,39.1834,-84.5333,32.63,64,0,11.5,clear sky
146,Saint-Philippe,RE,-21.3585,55.7679,74.79,74,22,7.92,few clouds
147,Coihaique,CL,-45.5752,-72.0662,46.35,61,0,2.3,clear sky
148,Wasilla,US,61.5814,-149.4394,14.79,86,100,3.44,overcast clouds
149,Cavaillon,FR,43.8312,5.0359,46.24,93,85,2.3,overcast clouds
150,Kaeo,NZ,-35.1,173.7833,70.32,65,83,12.08,broken clouds
151,Yatou,CN,37.15,122.3833,35.08,49,59,14.99,broken clouds
152,Yarega,RU,63.4354,53.5765,-9.08,100,100,2.59,overcast clouds
153,Talcahuano,CL,-36.7167,-73.1167,55.08,67,0,11.5,clear sky
154,Bayan,CN,46.0833,127.4,1.18,67,55,13.09,broken clouds
155,Narsaq,GL,60.9167,-46.05,28.62,90,67,4.63,broken clouds
156,Kaifeng,CN,34.7911,114.3483,32.36,36,45,5.93,scattered clouds
157,Praia,CV,14.9215,-23.5087,72.14,83,100,12.66,overcast clouds
158,Amga,RU,60.8953,131.9608,-15.68,92,100,6.4,overcast clouds
159,Narrabri,AU,-30.3167,149.7833,77.76,32,98,9.98,light rain
160,Kaitangata,NZ,-46.2817,169.8464,60.46,50,64,11.54,broken clouds
161,Tiksi,RU,71.6872,128.8694,-11.78,99,100,14.5,overcast clouds
162,Tornio,FI,65.8481,24.1466,28.42,98,100,0.96,overcast clouds
163,Kavaratti,IN,10.5669,72.642,81.72,71,90,3.53,overcast clouds
164,Walvis Bay,NA,-22.9575,14.5053,61.09,94,23,8.05,few clouds
165,Honiara,SB,-9.4333,159.95,82.92,79,89,4.52,light rain
166,Putina,PE,-15.4667,-69.4333,46.96,47,0,9.42,clear sky
167,Yellowknife,CA,62.456,-114.3525,-19.44,76,20,4.61,few clouds
168,Kungurtug,RU,50.5994,97.5228,-13.61,87,81,0.85,broken clouds
169,Jining,CN,35.405,116.5814,31.82,11,98,3.18,overcast clouds
170,America Dourada,BR,-11.4553,-41.4361,70.03,86,87,3.15,overcast clouds
171,Port Elizabeth,ZA,-33.918,25.5701,63.1,91,0,5.75,clear sky
172,Arraial Do Cabo,BR,-22.9661,-42.0278,74.1,92,100,25.9,overcast clouds
173,Rognan,NO,67.0953,15.3878,34.05,88,99,4.03,overcast clouds
174,Evensk,RU,61.95,159.2333,27.18,97,100,7.36,light snow
175,Hobyo,SO,5.3505,48.5268,78.4,82,71,12.86,broken clouds
176,Hovd,MN,48.0056,91.6419,-1.66,72,56,3.36,broken clouds
177,Felanitx,ES,39.4696,3.1483,51.96,77,95,5.86,overcast clouds
178,Te Anau,NZ,-45.4167,167.7167,62.08,39,33,9.4,scattered clouds
179,Avarua,CK,-21.2078,-159.775,80.65,78,40,17.27,scattered clouds
180,Miandrivazo,MG,-19.5167,45.4667,76.64,77,13,1.45,few clouds
181,Okhotsk,RU,59.3833,143.3,-2.06,98,100,12.41,light snow
182,Faanui,PF,-16.4833,-151.75,80.56,77,17,13.65,few clouds
183,Nikolskoye,RU,59.7035,30.7861,22.91,89,96,3.89,overcast clouds
184,Palmer,US,42.1584,-72.3287,47.57,65,100,20.71,overcast clouds
185,Mantua,IT,45.1667,10.7833,41.61,89,34,1.99,scattered clouds
186,Ust-Nera,RU,64.5667,143.2,-20.0,98,100,8.08,overcast clouds
187,Sortland,NO,68.6949,15.4162,39.16,98,100,4.61,overcast clouds
188,Nicoya,CR,10.1483,-85.452,71.51,87,100,6.62,overcast clouds
189,Pochutla,MX,15.7432,-96.4661,78.82,85,9,3.42,clear sky
190,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,86,5,5.03,clear sky
191,Faya,SA,18.3851,42.4509,48.72,80,14,1.59,few clouds
192,Carutapera,BR,-1.195,-46.02,76.24,89,21,5.23,few clouds
193,Rawson,AR,-43.3002,-65.1023,57.74,65,0,20.15,clear sky
194,Mount Gambier,AU,-37.8333,140.7667,66.2,57,47,10.96,scattered clouds
195,Codrington,AU,-38.2667,141.9667,60.75,73,85,12.41,overcast clouds
196,Manicore,BR,-5.8092,-61.3003,74.52,94,73,1.97,broken clouds
197,Zhigansk,RU,66.7697,123.3711,-30.15,98,88,7.65,overcast clouds
198,Castro,BR,-24.7911,-50.0119,59.36,99,63,4.59,broken clouds
199,Sarai,RU,53.7458,41.0213,17.35,91,26,4.47,scattered clouds
200,Ganzhou,CN,28.8184,115.4327,32.72,90,100,5.48,light snow
201,Cherskiy,RU,68.75,161.3,14.2,96,100,5.91,light snow
202,Bilibino,RU,68.0546,166.4372,13.06,91,100,4.76,overcast clouds
203,Saint-Francois,FR,46.4154,3.9054,42.24,93,100,5.75,overcast clouds
204,Aleksandrov Gay,RU,50.147,48.5704,20.62,68,0,6.42,clear sky
205,North Platte,US,41.1239,-100.7654,26.11,66,0,11.99,clear sky
206,Tecoanapa,MX,16.5167,-98.75,79.21,78,88,2.73,overcast clouds
207,Lata,PT,40.1629,-8.3327,50.07,93,97,3.89,overcast clouds
208,Souillac,MU,-20.5167,57.5167,70.18,88,75,4.61,light rain
209,Terrace,CA,54.5163,-128.6035,13.91,40,20,10.36,few clouds
210,Enshi,CN,30.3,109.4833,37.29,86,100,0.83,overcast clouds
211,Arequipa,PE,-16.3989,-71.535,53.67,66,0,6.91,clear sky
212,Ornskoldsvik,SE,63.2909,18.7153,31.15,100,100,2.3,overcast clouds
213,Sulam,IL,32.6061,35.3341,58.96,86,0,2.75,clear sky
214,Bangassou,CF,4.7413,22.8184,67.26,99,100,2.59,overcast clouds
215,Vao,NC,-22.6667,167.4833,79.9,79,26,8.19,scattered clouds
216,Kars,TR,40.602,43.095,34.25,100,75,4.61,broken clouds
217,Mogadishu,SO,2.0371,45.3438,79.27,76,80,11.81,broken clouds
218,Presidente Epitacio,BR,-21.7633,-52.1156,70.18,79,14,2.01,few clouds
219,Maceio,BR,-9.6658,-35.7353,76.44,88,40,8.05,scattered clouds
220,Mitsamiouli,KM,-11.3847,43.2844,77.7,74,27,6.22,scattered clouds
221,Matara,LK,5.9485,80.5353,79.97,79,100,4.21,overcast clouds
222,Vardo,NO,70.3705,31.1107,31.98,86,100,9.22,overcast clouds
223,Patnos,TR,39.2336,42.8634,39.33,97,100,2.3,overcast clouds
224,Brattvag,NO,62.6002,6.4434,40.84,87,41,11.5,scattered clouds
225,Balkhash,KZ,46.844,74.9804,21.81,100,100,4.47,mist
226,San Ramon,US,37.7799,-121.978,51.66,73,0,5.75,clear sky
227,Ostrovnoy,RU,68.0531,39.5131,24.3,89,99,6.62,overcast clouds
228,Paraiso,CR,9.8383,-83.8656,66.88,98,100,2.66,overcast clouds
229,Ludvika,SE,60.1496,15.1878,32.77,99,100,1.63,light snow
230,Nyurba,RU,63.2842,118.3319,-19.95,97,100,5.39,overcast clouds
231,Kachug,RU,53.9606,105.8817,2.23,90,100,10.71,light snow
232,Kisangani,CD,0.5167,25.2,67.26,99,100,1.34,overcast clouds
233,Kuryk,KZ,43.2,51.65,30.58,33,100,10.11,overcast clouds
234,Saskylakh,RU,71.9167,114.0833,-30.57,98,98,7.02,overcast clouds
235,Kotlas,RU,61.2611,46.6556,19.78,93,100,1.48,overcast clouds
236,Rawlins,US,41.7911,-107.2387,30.34,43,0,32.21,clear sky
237,Mayo,US,38.8876,-76.5119,46.98,44,0,12.66,clear sky
238,Bandarbeyla,SO,9.4942,50.8122,77.18,82,9,16.24,light rain
239,Havoysund,NO,70.9963,24.6622,35.83,84,38,5.57,scattered clouds
240,Santa Isabel,BR,-23.3156,-46.2214,67.3,96,57,2.71,broken clouds
241,Ilulissat,GL,69.2167,-51.1,21.22,79,100,24.16,light shower snow
242,Mangrol,IN,21.1167,70.1167,72.37,41,0,9.78,clear sky
243,Shelburne,CA,44.0787,-80.2041,25.9,88,87,23.42,overcast clouds
244,Mazyr,BY,52.0495,29.2456,11.88,95,30,5.28,scattered clouds
245,Saint-Pierre,RE,-21.3393,55.4781,76.91,61,20,5.75,few clouds
246,Broome,US,42.2506,-75.833,35.89,67,100,23.02,overcast clouds
247,Lima,PE,-12.0432,-77.0282,68.25,68,0,11.5,clear sky
248,Port Lincoln,AU,-34.7333,135.8667,66.24,59,1,10.25,clear sky
249,Zvishavane,ZW,-20.3267,30.0665,58.96,65,0,2.17,clear sky
250,Puerto Escondido,MX,15.85,-97.0667,77.92,82,4,2.84,clear sky
251,Haines Junction,CA,60.7522,-137.5108,-1.32,89,99,1.14,overcast clouds
252,Derzhavinsk,KZ,51.1,66.3167,8.62,82,100,13.58,overcast clouds
253,Moussoro,TD,13.6408,16.4901,70.38,20,52,9.53,broken clouds
254,Guerrero Negro,MX,27.9769,-114.0611,59.31,75,9,10.38,clear sky
255,Miraflores,MX,19.2167,-98.8083,63.25,72,79,4.07,broken clouds
256,Conakry,GN,9.538,-13.6773,81.1,76,28,6.11,scattered clouds
257,Dakar,SN,14.6937,-17.4441,78.93,69,20,11.5,few clouds
258,Dera Bugti,PK,29.0307,69.151,63.01,21,98,1.92,overcast clouds
259,Sicamous,CA,50.8331,-118.9856,20.37,97,99,4.32,light snow
260,Durango,MX,24.8333,-104.8333,56.5,35,74,3.76,broken clouds
261,Belaya Gora,RU,68.5333,146.4167,-16.42,100,100,2.62,overcast clouds
262,Jumla,NP,29.2747,82.1838,53.71,15,0,2.53,clear sky
263,Upernavik,GL,72.7868,-56.1549,6.8,91,100,19.6,light snow
264,Fort Wellington,GY,6.4,-57.6,75.16,89,35,5.99,scattered clouds
265,Lucea,JM,18.451,-78.1736,78.66,78,3,12.21,clear sky
266,Sipe Sipe,BO,-17.45,-66.3833,64.89,64,5,2.57,clear sky
267,Hojai,IN,26.0,92.8667,70.38,69,6,2.51,clear sky
268,Arawa,PG,-6.2132,155.5367,82.83,82,99,4.74,moderate rain
269,Andenes,NO,69.3143,16.1194,39.18,81,100,4.61,overcast clouds
270,Yerbogachen,RU,61.2767,108.0108,-10.37,98,100,5.03,overcast clouds
271,Luanda,AO,-8.8368,13.2343,76.62,81,99,2.06,overcast clouds
272,Anadyr,RU,64.75,177.4833,30.7,92,20,26.84,few clouds
273,Zhanaozen,KZ,43.3,52.8,26.44,28,100,12.46,overcast clouds
274,Glucholazy,PL,50.315,17.3836,30.81,86,100,2.57,overcast clouds
275,Kloulklubed,PW,7.0419,134.2556,84.7,76,98,16.84,overcast clouds
276,Laguna,US,38.421,-121.4238,53.56,65,0,4.61,clear sky
277,Avera,US,33.194,-82.5271,51.31,48,0,11.01,clear sky
